ID,Animal,Latitude,Longitude,timestamp,Start,End,Date,Month,Hour,Year,DepthMax,DepthMin,Quality,DurationMax,DurationMin
560,131127,-64.506,-62.368,4/26/2016 12:00,4/26/2016 14:57,4/26/2016 15:00,4/26/2016 15:33,April,12,2016,16.5,16.5,3,195,193
560,131127,-64.506,-62.368,4/26/2016 12:28,4/26/2016 15:20,4/26/2016 15:28,4/26/2016 15:33,April,12,2016,169.5,166,3,499,497
560,131127,-64.506,-62.368,4/26/2016 12:17,4/26/2016 15:12,4/26/2016 15:17,4/26/2016 15:33,April,12,2016,31,30.5,3,333,331
2474,131127,-64.506,-62.368,4/26/2016 12:04,4/26/2016 15:00,4/26/2016 15:04,4/26/2016 15:35,April,12,2016,19,19,3,237,235
2474,131127,-64.506,-62.368,4/26/2016 11:36,4/26/2016 14:34,4/26/2016 14:36,4/26/2016 15:35,April,11,2016,15,15,3,159,157
2474,131127,-64.506,-62.368,4/26/2016 11:44,4/26/2016 14:39,4/26/2016 14:44,4/26/2016 15:35,April,11,2016,221.5,218,3,337,335
2474,131127,-64.506,-62.368,4/26/2016 11:51,4/26/2016 14:47,4/26/2016 14:51,4/26/2016 15:35,April,11,2016,24,24,3,221,219
2474,131127,-64.506,-62.368,4/26/2016 11:55,4/26/2016 14:52,4/26/2016 14:55,4/26/2016 15:35,April,11,2016,17.5,17.5,3,161,159
1954,131127,-64.506,-62.368,4/26/2016 12:21,4/26/2016 15:18,4/26/2016 15:21,4/26/2016 15:37,April,12,2016,21,21,3,181,179
1954,131127,-64.506,-62.368,4/26/2016 12:13,4/26/2016 15:06,4/26/2016 15:13,4/26/2016 15:37,April,12,2016,169.5,166,3,431,429
1954,131127,-64.506,-62.368,4/26/2016 12:29,4/26/2016 15:22,4/26/2016 15:29,4/26/2016 15:37,April,12,2016,157.5,154,3,429,427
1954,131127,-64.506,-62.368,4/26/2016 12:33,4/26/2016 15:30,4/26/2016 15:33,4/26/2016 15:37,April,12,2016,15.5,15.5,3,169,167
1954,131127,-64.506,-62.368,4/26/2016 12:37,4/26/2016 15:33,4/26/2016 15:37,4/26/2016 15:37,April,12,2016,23.5,23.5,3,191,189
2480,131127,-64.28,-61.939,4/26/2016 18:04,4/26/2016 20:59,4/26/2016 21:04,4/26/2016 21:37,April,18,2016,161.5,158,3,277,275
2480,131127,-64.28,-61.939,4/26/2016 17:53,4/26/2016 20:51,4/26/2016 20:53,4/26/2016 21:37,April,17,2016,54,53.5,3,177,175
2480,131127,-64.28,-61.939,4/26/2016 18:24,4/26/2016 21:20,4/26/2016 21:24,4/26/2016 21:37,April,18,2016,112.5,111,3,285,283
2480,131127,-64.28,-61.939,4/26/2016 18:16,4/26/2016 21:07,4/26/2016 21:16,4/26/2016 21:37,April,18,2016,213.5,210,3,555,553
2480,131127,-64.28,-61.939,4/26/2016 18:31,4/26/2016 21:27,4/26/2016 21:31,4/26/2016 21:37,April,18,2016,74.5,73,3,235,233
1958,131127,-64.28,-61.939,4/26/2016 18:18,4/26/2016 21:14,4/26/2016 21:18,4/26/2016 21:38,April,18,2016,106.5,105,3,285,283
1958,131127,-64.28,-61.939,4/26/2016 18:24,4/26/2016 21:19,4/26/2016 21:24,4/26/2016 21:38,April,18,2016,88.5,87,3,309,307
1958,131127,-64.28,-61.939,4/26/2016 18:28,4/26/2016 21:26,4/26/2016 21:28,4/26/2016 21:38,April,18,2016,56.5,55.5,3,139,137
1958,131127,-64.28,-61.939,4/26/2016 18:32,4/26/2016 21:29,4/26/2016 21:32,4/26/2016 21:38,April,18,2016,50,49.5,3,189,187
1958,131127,-64.28,-61.939,4/26/2016 18:35,4/26/2016 21:33,4/26/2016 21:35,4/26/2016 21:38,April,18,2016,24,24,3,107,105
4058,131127,-64.165,-61.845,4/26/2016 20:28,4/26/2016 23:21,4/26/2016 23:28,4/26/2016 23:32,April,20,2016,76.5,75,3,395,393
4058,131127,-64.165,-61.845,4/26/2016 19:56,4/26/2016 22:47,4/26/2016 22:56,4/26/2016 23:32,April,19,2016,233.5,230,3,593,591
4058,131127,-64.165,-61.845,4/26/2016 20:11,4/26/2016 23:01,4/26/2016 23:11,4/26/2016 23:32,April,20,2016,225.5,222,3,587,585
4058,131127,-64.165,-61.845,4/26/2016 20:19,4/26/2016 23:14,4/26/2016 23:19,4/26/2016 23:32,April,20,2016,74.5,73,3,289,287
4058,131127,-64.165,-61.845,4/26/2016 20:31,4/26/2016 23:29,4/26/2016 23:31,4/26/2016 23:32,April,20,2016,58.5,57,3,127,125
5033,131127,-64.165,-61.845,4/26/2016 20:11,4/26/2016 23:01,4/26/2016 23:11,4/26/2016 23:32,April,20,2016,225.5,222,3,587,585
5033,131127,-64.165,-61.845,4/26/2016 20:19,4/26/2016 23:14,4/26/2016 23:19,4/26/2016 23:32,April,20,2016,74.5,73,3,289,287
5033,131127,-64.165,-61.845,4/26/2016 19:56,4/26/2016 22:47,4/26/2016 22:56,4/26/2016 23:32,April,19,2016,233.5,230,3,593,591
5033,131127,-64.165,-61.845,4/26/2016 20:28,4/26/2016 23:21,4/26/2016 23:28,4/26/2016 23:32,April,20,2016,76.5,75,3,395,393
5033,131127,-64.165,-61.845,4/26/2016 20:31,4/26/2016 23:29,4/26/2016 23:31,4/26/2016 23:32,April,20,2016,58.5,57,3,127,125
4059,131127,-64.164,-61.878,4/26/2016 20:41,4/26/2016 23:40,4/26/2016 23:41,4/26/2016 23:42,April,20,2016,25,24.5,1,35,33
4059,131127,-64.164,-61.878,4/26/2016 20:33,4/26/2016 23:33,4/26/2016 23:33,4/26/2016 23:42,April,20,2016,19,19,1,33,31
4059,131127,-64.164,-61.878,4/26/2016 20:36,4/26/2016 23:34,4/26/2016 23:36,4/26/2016 23:42,April,20,2016,53,52.5,1,99,97
4059,131127,-64.164,-61.878,4/26/2016 20:38,4/26/2016 23:37,4/26/2016 23:38,4/26/2016 23:42,April,20,2016,29,28.5,1,45,43
4059,131127,-64.164,-61.878,4/26/2016 20:40,4/26/2016 23:38,4/26/2016 23:40,4/26/2016 23:42,April,20,2016,50,49.5,1,87,85
5034,131127,-64.164,-61.878,4/26/2016 20:38,4/26/2016 23:37,4/26/2016 23:38,4/26/2016 23:42,April,20,2016,29,28.5,1,45,43
5034,131127,-64.164,-61.878,4/26/2016 20:40,4/26/2016 23:38,4/26/2016 23:40,4/26/2016 23:42,April,20,2016,50,49.5,1,87,85
5034,131127,-64.164,-61.878,4/26/2016 20:33,4/26/2016 23:33,4/26/2016 23:33,4/26/2016 23:42,April,20,2016,19,19,1,33,31
5034,131127,-64.164,-61.878,4/26/2016 20:36,4/26/2016 23:34,4/26/2016 23:36,4/26/2016 23:42,April,20,2016,53,52.5,1,99,97
5034,131127,-64.164,-61.878,4/26/2016 20:41,4/26/2016 23:40,4/26/2016 23:41,4/26/2016 23:42,April,20,2016,25,24.5,1,35,33
3793,131127,-64.151,-61.891,4/26/2016 20:28,4/26/2016 23:27,4/26/2016 23:28,4/26/2016 23:45,April,20,2016,23,23,A,89,87
3793,131127,-64.151,-61.891,4/26/2016 20:32,4/26/2016 23:30,4/26/2016 23:32,4/26/2016 23:45,April,20,2016,30,29.5,A,139,137
3793,131127,-64.151,-61.891,4/26/2016 20:24,4/26/2016 23:23,4/26/2016 23:24,4/26/2016 23:45,April,20,2016,21.5,21.5,A,87,85
3793,131127,-64.151,-61.891,4/26/2016 20:26,4/26/2016 23:24,4/26/2016 23:26,4/26/2016 23:45,April,20,2016,21,21,A,109,107
3793,131127,-64.151,-61.891,4/26/2016 20:41,4/26/2016 23:33,4/26/2016 23:41,4/26/2016 23:45,April,20,2016,173.5,170,A,529,527
2484,131127,-64.112,-61.884,4/26/2016 21:45,4/27/2016 0:39,4/27/2016 0:45,4/27/2016 0:48,April,21,2016,114.5,113,B,349,347
2484,131127,-64.112,-61.884,4/26/2016 21:31,4/27/2016 0:25,4/27/2016 0:31,4/27/2016 0:48,April,21,2016,233.5,230,B,357,355
2484,131127,-64.112,-61.884,4/26/2016 20:53,4/26/2016 23:48,4/26/2016 23:53,4/27/2016 0:48,April,20,2016,157.5,154,B,335,333
2484,131127,-64.112,-61.884,4/26/2016 21:06,4/26/2016 23:56,4/27/2016 0:06,4/27/2016 0:48,April,21,2016,299.5,292,B,623,621
2484,131127,-64.112,-61.884,4/26/2016 21:20,4/27/2016 0:12,4/27/2016 0:20,4/27/2016 0:48,April,21,2016,291.5,284,B,513,511
4060,131127,-64.112,-61.884,4/26/2016 21:46,4/27/2016 0:36,4/27/2016 0:46,4/27/2016 0:50,April,21,2016,233.5,230,B,633,631
4060,131127,-64.112,-61.884,4/26/2016 20:46,4/26/2016 23:42,4/26/2016 23:46,4/27/2016 0:50,April,20,2016,153.5,150,B,287,285
4060,131127,-64.112,-61.884,4/26/2016 20:58,4/26/2016 23:48,4/26/2016 23:58,4/27/2016 0:50,April,20,2016,275.5,268,B,613,611
4060,131127,-64.112,-61.884,4/26/2016 21:15,4/27/2016 0:03,4/27/2016 0:15,4/27/2016 0:50,April,21,2016,251.5,246,B,689,687
4060,131127,-64.112,-61.884,4/26/2016 21:31,4/27/2016 0:19,4/27/2016 0:31,4/27/2016 0:50,April,21,2016,251.5,246,B,709,707
5035,131127,-64.112,-61.884,4/26/2016 21:46,4/27/2016 0:36,4/27/2016 0:46,4/27/2016 0:50,April,21,2016,233.5,230,B,633,631
5035,131127,-64.112,-61.884,4/26/2016 21:31,4/27/2016 0:19,4/27/2016 0:31,4/27/2016 0:50,April,21,2016,251.5,246,B,709,707
5035,131127,-64.112,-61.884,4/26/2016 20:46,4/26/2016 23:42,4/26/2016 23:46,4/27/2016 0:50,April,20,2016,153.5,150,B,287,285
5035,131127,-64.112,-61.884,4/26/2016 20:58,4/26/2016 23:48,4/26/2016 23:58,4/27/2016 0:50,April,20,2016,275.5,268,B,613,611
5035,131127,-64.112,-61.884,4/26/2016 21:15,4/27/2016 0:03,4/27/2016 0:15,4/27/2016 0:50,April,21,2016,251.5,246,B,689,687
3795,131127,-64.112,-61.884,4/26/2016 21:49,4/27/2016 0:43,4/27/2016 0:49,4/27/2016 0:51,April,21,2016,47,46.5,B,359,357
3795,131127,-64.112,-61.884,4/26/2016 21:22,4/27/2016 0:17,4/27/2016 0:22,4/27/2016 0:51,April,21,2016,106.5,105,B,309,307
3795,131127,-64.112,-61.884,4/26/2016 21:30,4/27/2016 0:27,4/27/2016 0:30,4/27/2016 0:51,April,21,2016,70.5,69,B,173,171
3795,131127,-64.112,-61.884,4/26/2016 21:26,4/27/2016 0:22,4/27/2016 0:26,4/27/2016 0:51,April,21,2016,30,29.5,B,265,263
3795,131127,-64.112,-61.884,4/26/2016 21:36,4/27/2016 0:32,4/27/2016 0:36,4/27/2016 0:51,April,21,2016,46,45.5,B,275,273
1963,131127,-63.99,-61.772,4/26/2016 23:42,4/27/2016 2:41,4/27/2016 2:42,4/27/2016 2:46,April,23,2016,15,15,B,35,33
1963,131127,-63.99,-61.772,4/26/2016 23:41,4/27/2016 2:41,4/27/2016 2:41,4/27/2016 2:46,April,23,2016,20.5,20.5,B,41,39
1963,131127,-63.99,-61.772,4/26/2016 23:44,4/27/2016 2:43,4/27/2016 2:44,4/27/2016 2:46,April,23,2016,20,20,B,55,53
1963,131127,-63.99,-61.772,4/26/2016 23:43,4/27/2016 2:42,4/27/2016 2:43,4/27/2016 2:46,April,23,2016,20,20,B,45,43
1963,131127,-63.99,-61.772,4/26/2016 23:45,4/27/2016 2:44,4/27/2016 2:45,4/27/2016 2:46,April,23,2016,23,23,B,93,91
3799,131127,-63.702,-61.769,4/27/2016 7:09,4/27/2016 10:00,4/27/2016 10:09,4/27/2016 10:28,April,7,2016,213.5,210,B,545,543
3799,131127,-63.702,-61.769,4/27/2016 7:18,4/27/2016 10:10,4/27/2016 10:18,4/27/2016 10:28,April,7,2016,161.5,158,B,439,437
3799,131127,-63.702,-61.769,4/27/2016 6:46,4/27/2016 9:36,4/27/2016 9:46,4/27/2016 10:28,April,6,2016,165.5,162,B,621,619
3799,131127,-63.702,-61.769,4/27/2016 6:49,4/27/2016 9:46,4/27/2016 9:49,4/27/2016 10:28,April,6,2016,54,53.5,B,193,191
3799,131127,-63.702,-61.769,4/27/2016 7:00,4/27/2016 9:49,4/27/2016 10:00,4/27/2016 10:28,April,7,2016,209.5,206,B,633,631
571,131127,-63.702,-61.769,4/27/2016 5:16,4/27/2016 8:03,4/27/2016 8:16,4/27/2016 10:38,April,5,2016,141.5,138,B,821,819
571,131127,-63.702,-61.769,4/27/2016 5:42,4/27/2016 8:26,4/27/2016 8:42,4/27/2016 10:38,April,5,2016,22,22,B,947,945
571,131127,-63.702,-61.769,4/27/2016 5:25,4/27/2016 8:16,4/27/2016 8:25,4/27/2016 10:38,April,5,2016,16.5,16.5,B,501,499
571,131127,-63.702,-61.769,4/27/2016 7:38,4/27/2016 10:00,4/27/2016 10:38,4/27/2016 10:38,April,7,2016,86.5,85,B,2265,2263
571,131127,-63.702,-61.769,4/27/2016 6:51,4/27/2016 8:42,4/27/2016 9:51,4/27/2016 10:38,April,6,2016,80.5,79,B,4185,4183
1976,131127,-63.702,-61.769,4/27/2016 7:14,4/27/2016 10:07,4/27/2016 10:14,4/27/2016 10:39,April,7,2016,17.5,17.5,B,433,431
1976,131127,-63.702,-61.769,4/27/2016 7:07,4/27/2016 9:58,4/27/2016 10:07,4/27/2016 10:39,April,7,2016,23,23,B,557,555
1976,131127,-63.702,-61.769,4/27/2016 7:18,4/27/2016 10:14,4/27/2016 10:18,4/27/2016 10:39,April,7,2016,15,15,B,239,237
1976,131127,-63.702,-61.769,4/27/2016 7:21,4/27/2016 10:18,4/27/2016 10:21,4/27/2016 10:39,April,7,2016,16.5,16.5,B,197,195
1976,131127,-63.702,-61.769,4/27/2016 7:34,4/27/2016 10:22,4/27/2016 10:34,4/27/2016 10:39,April,7,2016,78.5,77,B,731,729
1977,131127,-63.605,-61.763,4/27/2016 8:18,4/27/2016 11:11,4/27/2016 11:18,4/27/2016 11:29,April,8,2016,153.5,150,B,441,439
1977,131127,-63.605,-61.763,4/27/2016 8:10,4/27/2016 11:01,4/27/2016 11:10,4/27/2016 11:29,April,8,2016,209.5,206,B,545,543
1977,131127,-63.605,-61.763,4/27/2016 7:44,4/27/2016 10:39,4/27/2016 10:44,4/27/2016 11:29,April,7,2016,45,44.5,B,333,331
1977,131127,-63.605,-61.763,4/27/2016 7:59,4/27/2016 10:50,4/27/2016 10:59,4/27/2016 11:29,April,7,2016,157.5,154,B,557,555
1977,131127,-63.605,-61.763,4/27/2016 8:27,4/27/2016 11:19,4/27/2016 11:27,4/27/2016 11:29,April,8,2016,157.5,154,B,467,465
2502,131127,-63.393,-61.765,4/27/2016 16:37,4/27/2016 19:32,4/27/2016 19:37,4/27/2016 20:19,April,16,2016,20.5,20.5,B,301,299
2502,131127,-63.393,-61.765,4/27/2016 16:32,4/27/2016 19:25,4/27/2016 19:32,4/27/2016 20:19,April,16,2016,33,32.5,B,425,423
2502,131127,-63.393,-61.765,4/27/2016 16:55,4/27/2016 19:47,4/27/2016 19:55,4/27/2016 20:19,April,16,2016,259.5,252,B,511,509
2502,131127,-63.393,-61.765,4/27/2016 16:43,4/27/2016 19:39,4/27/2016 19:43,4/27/2016 20:19,April,16,2016,26,25.5,B,233,231
2502,131127,-63.393,-61.765,4/27/2016 17:09,4/27/2016 20:00,4/27/2016 20:09,4/27/2016 20:19,April,17,2016,339.5,332,B,549,547
4076,131127,-63.393,-61.765,4/27/2016 17:01,4/27/2016 19:56,4/27/2016 20:01,4/27/2016 20:28,April,17,2016,21,21,B,327,325
4076,131127,-63.393,-61.765,4/27/2016 16:53,4/27/2016 19:49,4/27/2016 19:53,4/27/2016 20:28,April,16,2016,32,31.5,B,255,253
4076,131127,-63.393,-61.765,4/27/2016 17:18,4/27/2016 20:09,4/27/2016 20:18,4/27/2016 20:28,April,17,2016,259.5,252,B,497,495
4076,131127,-63.393,-61.765,4/27/2016 17:06,4/27/2016 20:03,4/27/2016 20:06,4/27/2016 20:28,April,17,2016,22.5,22.5,B,219,217
4076,131127,-63.393,-61.765,4/27/2016 17:23,4/27/2016 20:20,4/27/2016 20:23,4/27/2016 20:28,April,17,2016,24,24,B,177,175
5051,131127,-63.393,-61.765,4/27/2016 17:18,4/27/2016 20:09,4/27/2016 20:18,4/27/2016 20:28,April,17,2016,259.5,252,B,497,495
5051,131127,-63.393,-61.765,4/27/2016 17:06,4/27/2016 20:03,4/27/2016 20:06,4/27/2016 20:28,April,17,2016,22.5,22.5,B,219,217
5051,131127,-63.393,-61.765,4/27/2016 16:53,4/27/2016 19:49,4/27/2016 19:53,4/27/2016 20:28,April,16,2016,32,31.5,B,255,253
5051,131127,-63.393,-61.765,4/27/2016 17:01,4/27/2016 19:56,4/27/2016 20:01,4/27/2016 20:28,April,17,2016,21,21,B,327,325
5051,131127,-63.393,-61.765,4/27/2016 17:23,4/27/2016 20:20,4/27/2016 20:23,4/27/2016 20:28,April,17,2016,24,24,B,177,175
1983,131127,-63.393,-61.765,4/27/2016 17:49,4/27/2016 20:48,4/27/2016 20:49,4/27/2016 20:55,April,17,2016,19,19,B,85,83
1983,131127,-63.393,-61.765,4/27/2016 17:46,4/27/2016 20:37,4/27/2016 20:46,4/27/2016 20:55,April,17,2016,23.5,23.5,B,547,545
1983,131127,-63.393,-61.765,4/27/2016 17:09,4/27/2016 20:08,4/27/2016 20:09,4/27/2016 20:55,April,17,2016,15,15,B,69,67
1983,131127,-63.393,-61.765,4/27/2016 17:18,4/27/2016 20:16,4/27/2016 20:18,4/27/2016 20:55,April,17,2016,18.5,18.5,B,121,119
1983,131127,-63.393,-61.765,4/27/2016 17:36,4/27/2016 20:33,4/27/2016 20:36,4/27/2016 20:55,April,17,2016,47,46.5,B,149,147
2179,131127,-63.393,-61.765,4/27/2016 18:00,4/27/2016 20:47,4/27/2016 21:00,4/27/2016 21:15,April,18,2016,233.5,230,B,793,791
2179,131127,-63.393,-61.765,4/27/2016 17:13,4/27/2016 20:01,4/27/2016 20:13,4/27/2016 21:15,April,17,2016,299.5,292,B,751,749
2179,131127,-63.393,-61.765,4/27/2016 17:27,4/27/2016 20:16,4/27/2016 20:27,4/27/2016 21:15,April,17,2016,251.5,246,B,651,649
2179,131127,-63.393,-61.765,4/27/2016 17:43,4/27/2016 20:28,4/27/2016 20:43,4/27/2016 21:15,April,17,2016,259.5,252,B,877,875
2179,131127,-63.393,-61.765,4/27/2016 18:12,4/27/2016 21:02,4/27/2016 21:12,4/27/2016 21:15,April,18,2016,209.5,206,B,593,591
2503,131127,-62.986,-62.172,4/27/2016 17:29,4/27/2016 20:19,4/27/2016 20:29,4/27/2016 21:31,April,17,2016,339.5,332,A,655,653
2503,131127,-62.986,-62.172,4/27/2016 17:59,4/27/2016 20:47,4/27/2016 20:59,4/27/2016 21:31,April,17,2016,371.5,364,A,741,739
2503,131127,-62.986,-62.172,4/27/2016 17:43,4/27/2016 20:33,4/27/2016 20:43,4/27/2016 21:31,April,17,2016,411.5,404,A,575,573
2503,131127,-62.986,-62.172,4/27/2016 18:29,4/27/2016 21:18,4/27/2016 21:29,4/27/2016 21:31,April,18,2016,267.5,260,A,641,639
2503,131127,-62.986,-62.172,4/27/2016 18:15,4/27/2016 21:05,4/27/2016 21:15,4/27/2016 21:31,April,18,2016,323.5,316,A,635,633
574,131127,-62.596,-61.445,4/28/2016 3:57,4/28/2016 6:48,4/28/2016 6:57,4/28/2016 7:17,April,3,2016,80.5,79,A,549,547
574,131127,-62.596,-61.445,4/28/2016 4:08,4/28/2016 6:58,4/28/2016 7:08,4/28/2016 7:17,April,4,2016,82.5,81,A,603,601
574,131127,-62.596,-61.445,4/28/2016 3:35,4/28/2016 6:26,4/28/2016 6:35,4/28/2016 7:17,April,3,2016,96.5,95,A,591,589
574,131127,-62.596,-61.445,4/28/2016 3:48,4/28/2016 6:35,4/28/2016 6:48,4/28/2016 7:17,April,3,2016,86.5,85,A,739,737
574,131127,-62.596,-61.445,4/28/2016 4:17,4/28/2016 7:09,4/28/2016 7:17,4/28/2016 7:17,April,4,2016,88.5,87,A,453,451
4089,131127,-62.6,-61.444,4/28/2016 3:40,4/28/2016 6:31,4/28/2016 6:40,4/28/2016 7:20,April,3,2016,137.5,134,B,517,515
4089,131127,-62.6,-61.444,4/28/2016 3:28,4/28/2016 6:18,4/28/2016 6:28,4/28/2016 7:20,April,3,2016,157.5,154,B,627,625
4089,131127,-62.6,-61.444,4/28/2016 3:50,4/28/2016 6:43,4/28/2016 6:50,4/28/2016 7:20,April,3,2016,86.5,85,B,435,433
4089,131127,-62.6,-61.444,4/28/2016 4:03,4/28/2016 6:52,4/28/2016 7:03,4/28/2016 7:20,April,4,2016,153.5,150,B,671,669
4089,131127,-62.6,-61.444,4/28/2016 4:16,4/28/2016 7:06,4/28/2016 7:16,4/28/2016 7:20,April,4,2016,157.5,154,B,611,609
5064,131127,-62.6,-61.444,4/28/2016 3:40,4/28/2016 6:31,4/28/2016 6:40,4/28/2016 7:20,April,3,2016,137.5,134,B,517,515
5064,131127,-62.6,-61.444,4/28/2016 3:28,4/28/2016 6:18,4/28/2016 6:28,4/28/2016 7:20,April,3,2016,157.5,154,B,627,625
5064,131127,-62.6,-61.444,4/28/2016 4:03,4/28/2016 6:52,4/28/2016 7:03,4/28/2016 7:20,April,4,2016,153.5,150,B,671,669
5064,131127,-62.6,-61.444,4/28/2016 3:50,4/28/2016 6:43,4/28/2016 6:50,4/28/2016 7:20,April,3,2016,86.5,85,B,435,433
5064,131127,-62.6,-61.444,4/28/2016 4:16,4/28/2016 7:06,4/28/2016 7:16,4/28/2016 7:20,April,4,2016,157.5,154,B,611,609
4095,131127,-62.556,-61.355,4/28/2016 12:36,4/28/2016 15:25,4/28/2016 15:36,4/28/2016 16:33,April,12,2016,355.5,348,B,683,681
4095,131127,-62.556,-61.355,4/28/2016 11:30,4/28/2016 14:19,4/28/2016 14:30,4/28/2016 16:33,April,11,2016,371.5,364,B,695,693
4095,131127,-62.556,-61.355,4/28/2016 11:58,4/28/2016 14:46,4/28/2016 14:58,4/28/2016 16:33,April,11,2016,371.5,364,B,763,761
4095,131127,-62.556,-61.355,4/28/2016 13:33,4/28/2016 16:20,4/28/2016 16:33,4/28/2016 16:33,April,13,2016,379.5,372,B,751,749
4095,131127,-62.556,-61.355,4/28/2016 13:03,4/28/2016 15:51,4/28/2016 16:03,4/28/2016 16:33,April,13,2016,379.5,372,B,763,761
5070,131127,-62.556,-61.355,4/28/2016 11:30,4/28/2016 14:19,4/28/2016 14:30,4/28/2016 16:33,April,11,2016,371.5,364,B,695,693
5070,131127,-62.556,-61.355,4/28/2016 12:36,4/28/2016 15:25,4/28/2016 15:36,4/28/2016 16:33,April,12,2016,355.5,348,B,683,681
5070,131127,-62.556,-61.355,4/28/2016 11:58,4/28/2016 14:46,4/28/2016 14:58,4/28/2016 16:33,April,11,2016,371.5,364,B,763,761
5070,131127,-62.556,-61.355,4/28/2016 13:33,4/28/2016 16:20,4/28/2016 16:33,4/28/2016 16:33,April,13,2016,379.5,372,B,751,749
5070,131127,-62.556,-61.355,4/28/2016 13:03,4/28/2016 15:51,4/28/2016 16:03,4/28/2016 16:33,April,13,2016,379.5,372,B,763,761
2192,131127,-62.556,-61.355,4/28/2016 12:48,4/28/2016 15:39,4/28/2016 15:48,4/28/2016 16:34,April,12,2016,347.5,340,B,593,591
2192,131127,-62.556,-61.355,4/28/2016 13:25,4/28/2016 16:14,4/28/2016 16:25,4/28/2016 16:34,April,13,2016,323.5,316,B,645,643
2192,131127,-62.556,-61.355,4/28/2016 13:14,4/28/2016 15:58,4/28/2016 16:14,4/28/2016 16:34,April,13,2016,331.5,324,B,967,965
2192,131127,-62.556,-61.355,4/28/2016 13:32,4/28/2016 16:30,4/28/2016 16:32,4/28/2016 16:34,April,13,2016,44,43.5,B,141,139
2192,131127,-62.556,-61.355,4/28/2016 13:30,4/28/2016 16:26,4/28/2016 16:30,4/28/2016 16:34,April,13,2016,16,16,B,223,221
2517,131127,-62.556,-61.355,4/28/2016 13:37,4/28/2016 16:35,4/28/2016 16:37,4/28/2016 16:37,April,13,2016,32,31.5,B,135,133
2517,131127,-62.556,-61.355,4/28/2016 13:02,4/28/2016 16:00,4/28/2016 16:02,4/28/2016 16:37,April,13,2016,41,40.5,B,175,173
2517,131127,-62.556,-61.355,4/28/2016 13:26,4/28/2016 16:24,4/28/2016 16:26,4/28/2016 16:37,April,13,2016,27,26.5,B,121,119
2517,131127,-62.556,-61.355,4/28/2016 13:31,4/28/2016 16:28,4/28/2016 16:31,4/28/2016 16:37,April,13,2016,52,51.5,B,179,177
2517,131127,-62.556,-61.355,4/28/2016 13:34,4/28/2016 16:31,4/28/2016 16:34,4/28/2016 16:37,April,13,2016,40,39.5,B,183,181
