x,y,timestamp,ID,Behavior
-64.35800171,-64.86100006,1/11/2015 6:29,131153,Area-restricted Search
-64.32901001,-64.81700134,1/11/2015 7:34,131153,Traveling
-64.31900024,-64.82499695,1/11/2015 7:34,131153,Traveling
-64.31698608,-64.8239975,1/11/2015 7:34,131153,Traveling
-64.28900146,-64.82800293,1/11/2015 8:08,131153,Traveling
-64.29800415,-64.8219986,1/11/2015 9:11,131153,Traveling
-64.30099487,-64.83000183,1/11/2015 9:13,131153,Traveling
-64.30700684,-64.83200073,1/11/2015 9:13,131153,Traveling
-64.3039856,-64.83100128,1/11/2015 9:47,131153,Traveling
-64.31298828,-64.82900238,1/11/2015 10:50,131153,Traveling
-64.30599976,-64.83200073,1/11/2015 10:52,131153,Traveling
-64.32400513,-64.82299805,1/11/2015 11:45,131153,Area-restricted Search
-64.32699585,-64.82299805,1/11/2015 12:28,131153,Area-restricted Search
-64.32901001,-64.8239975,1/11/2015 12:32,131153,Area-restricted Search
-64.31900024,-64.77700043,1/12/2015 0:34,131153,Traveling
-64.35198975,-64.77300262,1/12/2015 0:43,131153,Traveling
-64.34399414,-64.77100372,1/12/2015 0:44,131153,Traveling
-64.33099365,-64.76499939,1/12/2015 1:09,131153,Traveling
-64.3460083,-64.76699829,1/12/2015 2:12,131153,Traveling
-64.32800293,-64.76200104,1/12/2015 2:22,131153,Traveling
-64.33499146,-64.78600311,1/12/2015 2:47,131153,Traveling
-64.33700562,-64.78099823,1/12/2015 3:10,131153,Traveling
-64.33300781,-64.78399658,1/12/2015 3:56,131153,Traveling
-64.3460083,-64.78600311,1/12/2015 4:02,131153,Traveling
-64.3420105,-64.78600311,1/12/2015 4:03,131153,Traveling
-64.35998535,-64.79699707,1/12/2015 4:26,131153,Traveling
-64.35198975,-64.77899933,1/12/2015 5:38,131153,Traveling
-64.35198975,-64.77799988,1/12/2015 5:41,131153,Traveling
-64.33898926,-64.78199768,1/12/2015 5:42,131153,Traveling
-64.34399414,-64.77200317,1/12/2015 6:04,131153,Traveling
-64.35800171,-64.76799774,1/12/2015 7:11,131153,Traveling
-64.31600952,-64.77700043,1/12/2015 7:27,131153,Traveling
-64.32598877,-64.77400208,1/12/2015 7:27,131153,Traveling
-64.31100464,-64.76499939,1/12/2015 7:43,131153,Traveling
-64.33401489,-64.7440033,1/12/2015 8:52,131153,Traveling
-64.35699463,-64.73999786,1/12/2015 9:00,131153,Traveling
-64.34698486,-64.72599792,1/12/2015 9:23,131153,Traveling
-64.27301025,-64.75299835,1/12/2015 10:22,131153,Traveling
-64.29501343,-64.7460022,1/12/2015 10:28,131153,Traveling
-64.32000732,-64.76899719,1/12/2015 11:02,131153,Traveling
-64.27398682,-64.79000092,1/12/2015 12:02,131153,Traveling
-64.30899048,-64.79499817,1/12/2015 12:10,131153,Traveling
-64.27301025,-64.80599976,1/12/2015 13:02,131153,Traveling
-64.29699707,-64.81999969,1/12/2015 13:39,131153,Traveling
-64.29598999,-64.8219986,1/12/2015 13:50,131153,Traveling
-64.27801514,-64.81300354,1/13/2015 0:12,131153,Traveling
-64.28900146,-64.82299805,1/13/2015 0:34,131153,Traveling
-64.28601074,-64.8219986,1/13/2015 0:34,131153,Area-restricted Search
-64.28500366,-64.8219986,1/13/2015 0:45,131153,Area-restricted Search
-64.26699829,-64.81500244,1/13/2015 1:54,131153,Traveling
-64.26300049,-64.82099915,1/13/2015 2:11,131153,Traveling
-64.25601196,-64.8239975,1/13/2015 2:14,131153,Traveling
-64.25698853,-64.81099701,1/13/2015 2:23,131153,Traveling
-64.25500488,-64.80599976,1/13/2015 3:37,131153,Traveling
-64.26699829,-64.80000305,1/13/2015 3:51,131153,Traveling
-64.25601196,-64.80599976,1/13/2015 4:02,131153,Traveling
-64.26000977,-64.79799652,1/13/2015 5:14,131153,Traveling
-64.27099609,-64.79799652,1/13/2015 5:29,131153,Traveling
-64.26300049,-64.7990036,1/13/2015 5:32,131153,Traveling
-64.26699829,-64.79699707,1/13/2015 5:39,131153,Traveling
-64.30899048,-64.79399872,1/13/2015 6:53,131153,Traveling
-64.30499268,-64.79499817,1/13/2015 7:11,131153,Traveling
-64.29598999,-64.79399872,1/13/2015 7:11,131153,Traveling
-64.29998779,-64.79100037,1/13/2015 7:18,131153,Traveling
-64.26998901,-64.80000305,1/13/2015 8:28,131153,Traveling
-64.25500488,-64.80200195,1/13/2015 8:49,131153,Traveling
-64.24798584,-64.80500031,1/13/2015 8:58,131153,Traveling
-64.27398682,-64.79599762,1/13/2015 9:49,131153,Traveling
-64.28201294,-64.79199982,1/13/2015 10:10,131153,Traveling
-64.31500244,-64.80400085,1/13/2015 10:38,131153,Traveling
-64.30499268,-64.80599976,1/13/2015 11:29,131153,Traveling
-64.33099365,-64.80799866,1/13/2015 11:44,131153,Traveling
-64.24398804,-64.8239975,1/13/2015 13:09,131153,Traveling
-64.23599243,-64.81099701,1/13/2015 13:28,131153,Area-restricted Search
-64.00100708,-64.86599731,1/14/2015 3:11,131153,Traveling
-64.00500488,-64.8690033,1/14/2015 4:54,131153,Traveling
-64.0249939,-64.86499786,1/14/2015 5:16,131153,Traveling
